kernel_name,core_clk_time,core_clk_energy,core_clk_edp,core_clk_ed2p,clk_es_25,clk_es_50,clk_es_75,clk_pl_25,clk_pl_50,clk_pl_75
_ZTSZZ18reset_field_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_ENKUlRN4sycl3_V17handlerEE_clES9_E13reset_field_1,1530,1012,1312,1530,1252,1177,1072,1230,1147,1072
_ZTSZZ18reset_field_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_ENKUlRN4sycl3_V17handlerEE0_clES9_E13reset_field_2,1530,1012,1312,1530,1245,1177,1050,1237,1162,1087
