kernel_name,core_clk_time,core_clk_energy,core_clk_edp,core_clk_ed2p,clk_es_25,clk_es_50,clk_es_75,clk_pl_25,clk_pl_50,clk_pl_75
_ZTSZ13field_summaryR16global_variablesR9parallel_E13field_summary,1530,1012,1222,1530,1252,1177,1072,1230,1147,1072
_ZTSZZN6cloverL18par_reduce_nd_implIZ13field_summaryR16global_variablesR9parallel_E13field_summaryLm1ENS_7Range1dE10value_typeZ13field_summaryS2_S4_EUlRN4sycl3_V17handlerERmE_Z13field_summaryS2_S4_EUlRKNS_13local_reducerIS7_S7_8capturesEENS9_2idILi1EEEE_Z13field_summaryS2_S4_EUlSI_SK_SK_E_Z13field_summaryS2_S4_EUlSI_SK_SK_E0_Z13field_summaryS2_S4_EUlSI_mSK_E_ZNS_L13par_reduce_1dIS5_S7_SD_SL_SM_SN_SO_EEvRN7synergy5queueERKS6_T1_T2_T3_T4_T5_EUlS6_E_ZNSP_IS5_S7_SD_SL_SM_SN_SO_EEvSS_SU_SV_SW_SX_SY_SZ_EUlSK_S6_E_EEvSS_SV_T8_T9_SX_SY_SZ_T6_T7_ENUlSB_E0_clESB_E15final_reduction,1530,1012,1387,1530,1245,1177,1050,1237,1162,1087
