kernel_name,core_clk_time,core_clk_energy,core_clk_edp,core_clk_ed2p,clk_es_25,clk_es_50,clk_es_75,clk_pl_25,clk_pl_50,clk_pl_75
_ZTSZ10PdV_kernelRN4sycl3_V17handlerEbiiiidNS0_8accessorIdLi2ELNS0_6access4modeE1026ELNS4_6targetE2014ELNS4_11placeholderE0ENS0_3ext6oneapi22accessor_property_listIJEEEEESC_SC_SC_SC_SC_SC_SC_SC_SC_SC_SC_SC_SC_E16PdV_predict_true,1530,1012,1245,1530,1252,1177,1072,1230,1147,1072
_ZTSZ10PdV_kernelRN4sycl3_V17handlerEbiiiidNS0_8accessorIdLi2ELNS0_6access4modeE1026ELNS4_6targetE2014ELNS4_11placeholderE0ENS0_3ext6oneapi22accessor_property_listIJEEEEESC_SC_SC_SC_SC_SC_SC_SC_SC_SC_SC_SC_SC_E17PdV_predict_false,1530,1012,1245,1530,1245,1177,1050,1237,1162,1087
