kernel_name,core_clk_time,core_clk_energy,core_clk_edp,core_clk_ed2p,clk_es_25,clk_es_50,clk_es_75,clk_pl_25,clk_pl_50,clk_pl_75
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE3_clESB_E19upd_halo_t_pressure,1530,1012,1312,1530,1230,1125,1035,1237,1155,1080
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE4_clESB_E20upd_halo_t_viscosity,1530,1012,1312,1530,1245,1207,1140,1237,1162,1087
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE5_clESB_E21upd_halo_t_soundspeed,1530,1012,1312,1530,1245,1177,1050,1237,1155,1080
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE6_clESB_E16upd_halo_t_xvel0,1530,1012,1312,1530,1252,1177,1072,1237,1162,1087
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE7_clESB_E16upd_halo_t_xvel1,1530,1012,1312,1530,1215,1170,1020,1222,1140,1050
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE8_clESB_E16upd_halo_t_yvel0,1530,1012,1312,1530,1215,1170,1020,1222,1140,1050
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE9_clESB_E16upd_halo_t_yvel1,1530,1012,1312,1530,1305,1237,1147,1245,1177,1117
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE10_clESB_E21upd_halo_t_vol_flux_x,1530,1012,1312,1530,1305,1237,1147,1245,1177,1117
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE11_clESB_E22upd_halo_t_mass_flux_x,1530,1012,1312,1530,1245,1207,1140,1237,1162,1087
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE12_clESB_E21upd_halo_t_vol_flux_y,1530,1012,1312,1530,1245,1140,1050,1237,1162,1087
_ZTSZZ25update_tile_halo_t_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE13_clESB_E22upd_halo_t_mass_flux_y,1530,1012,1312,1530,1245,1140,1050,1237,1162,1087
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE_clESB_E19upd_halo_b_density0,1530,1012,1312,1530,1245,1140,1050,1237,1162,1087
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE0_clESB_E19upd_halo_b_density1,1530,1012,1312,1530,1245,1140,1050,1237,1162,1087
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE1_clESB_E18upd_halo_b_energy0,1530,1012,1312,1530,1132,465,457,1065,825,577
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE2_clESB_E18upd_halo_b_energy1,1530,1012,1312,1530,1132,465,457,1065,825,577
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE3_clESB_E19upd_halo_b_pressure,1530,1012,1312,1530,1185,1147,1162,1267,1222,1177
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE4_clESB_E20upd_halo_b_viscosity,1530,1012,1312,1530,1117,465,457,1065,825,577
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE5_clESB_E21upd_halo_b_soundspeed,1530,1012,1312,1530,1252,1155,1132,1237,1162,1087
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE6_clESB_E16upd_halo_b_xvel0,1530,1012,1312,1530,1215,1125,1027,1237,1162,1087
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE7_clESB_E16upd_halo_b_xvel1,1530,1012,1312,1530,1245,1207,1140,1237,1162,1087
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE8_clESB_E16upd_halo_b_yvel0,1530,1012,1312,1530,1245,1207,1140,1237,1162,1087
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE9_clESB_E16upd_halo_b_yvel1,1530,1012,1312,1530,1245,1207,1140,1237,1162,1087
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE10_clESB_E21upd_halo_b_vol_flux_x,1530,1012,1312,1530,1245,1177,1050,1237,1155,1080
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE11_clESB_E22upd_halo_b_mass_flux_x,1530,1012,1312,1530,1245,1177,1050,1237,1162,1087
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE12_clESB_E21upd_halo_b_vol_flux_y,1530,1012,1312,1530,1132,1147,960,1215,1110,1012
_ZTSZZ25update_tile_halo_b_kernelRN7synergy5queueEiiiiRN6clover6BufferIdLi2EEES5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_iiiiS5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_S5_PKiiENKUlRN4sycl3_V17handlerEE13_clESB_E22upd_halo_b_mass_flux_y,1530,1012,1312,1530,1245,1162,1072,1237,1155,1080
